,label,text
320,drug reaction,"I've been taking this new medication for the past few weeks and I've noticed an unusual rash spreading across my torso. At first, I thought it was just a minor skin irritation, but it has persisted and worsened over time. It's not unbearable, but it is uncomfortable and worrisome. I've also experienced intermittent bouts of dizziness since I started taking it. I am concerned about these symptoms and wonder if they could be related to my drug regimen."
321,peptic ulcer disease,"As a patient with a peptic ulcer disease, I have been experiencing a gnawing or burning pain in my abdomen, often occurring a few hours after meals or during the night. Over the past few weeks, I have also noticed intermittent episodes of nausea and vomiting, and I've become more sensitive to certain foods that seem to exacerbate my symptoms."
322,diabetes,"My vision's become hazy, like looking through a perpetually frosted window. A constant thirst lingers, despite drinking more than usual, and my body feels like it's wading through quicksand, even after minimal exertion."
323,Psoriasis,"My skin feels like a battlefield, where red and silver soldiers clash. The lesions, like unwelcome guests, invasion my senses, whispering tales of itching and burning."
324,Varicose Veins,"Doc, I've been dealing with these enlarged, twisted, and painful veins on my legs for about 6 months now, especially after prolonged standing or walking, and I've noticed that they're getting progressively worse - the bulging has increased and the ache in my legs has become more frequent, making it hard for me to even wear shorts in the summer."
325,Typhoid,"I have been experiencing persistent fever for weeks, which has been rising and falling over the past month. Specifically, it started about 6 weeks ago with a rapid and recurring cycle of high temperatures peaking at 102°F, with fevers lasting for 2-3 days, followed by brief moments of remission, then progressing to fatigue, muscle aches, my whole body feels sore, headaches, especially behind my eyes and forehead, chills and even sweats that leave my nightgowns and bed sheets soaked."
326,Chicken pox,"I've been feeling utterly miserable for weeks, starting with a general feeling of fatigue and a slight worsening of my usual allergy symptoms like itchy eyes and congestion, but it wasn't until just yesterday that I noticed clusters of itchy, fluid-filled blisters breaking out on my torso, arms, and legs, which have since spread to my face and scalp - it's been a constant nightmare, constantly scratching and trying to manage the discomfort, but I'm at my wit's end and not sure how much more of this I can take."
327,Impetigo,"Doc, I've had this itchy, crusty rash on my face for about 3 weeks now, it started as a small red spot near my nose and has been slowly spreading to my cheeks and chin, and just yesterday I noticed a few more patches on my arms; I've also been experiencing a low-grade fever on and off for the past week, which is really worrying me."
328,Dengue,"Doctor, I've been experiencing a persistent high fever on and off for the past 4-5 days, accompanied by severe headaches and body aches that seem to be getting worse, especially in my joints and muscles, which have been tender to the touch for weeks now. Additionally, I've noticed a peculiar rash on my arms and torso that appeared 2 days ago, and I've been feeling extremely fatigued, with no energy to even get out of bed, which is unusual for me, and this has been going on for almost a month now."
329,Fungal infection,"I've been experiencing this really itchy, burning sensation on my toe for months now, it started as a tiny red patch but has spread to the entire area, I've also had some white discharge coming out of the affected area, and it's been progressively getting worse, sometimes I wake up in the middle of the night and my whole foot is swollen and throbs in pain, I've tried to clean it with soap and water but the discomfort doesn't go away, sometimes I even experience feverish chills."
330,Common Cold,"I've been noticing a gradual progression of symptoms over the past month or so, starting with mild fatigue and low-grade fever around two weeks ago, which I initially brushed off as just being tired from work. However, the past few days have been much worse, with a persistent hacking cough, random stabbing pains on the left side of my chest, and a scratchy, sore throat that's made eating and drinking a real challenge, accompanied by a nagging sense of general malaise and a feeling of being constantly run down."
